credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,predict.test
1,debt_consolidation,0.1287,437.24,10.66895539,14.93,717,4410,49,3.3,2,0,0,0,0.1186812101
1,debt_consolidation,0.0894,317.72,11.03488966,14.37,757,1950,1176,4.5,0,0,0,0,0.0651532287
1,credit_card,0.1183,662.68,11.33857208,15.91,767,5406.958333,12870,12.1,4,0,0,0,0.1000506723
1,home_improvement,0.0859,158.06,12.4292002,6.29,737,6484.958333,8101,70.4,2,0,0,0,0.0763074725
1,all_other,0.1114,216.51,10.60162227,2.87,727,1679.958333,8164,21.1,2,0,0,0,0.1341754154
1,all_other,0.1392,273.1,11.22524339,19.87,677,8160,16410,37.2,0,1,1,0,0.1742852523
1,home_improvement,0.1322,108.17,11.40756495,12.08,677,13500,7479,82.9,2,0,0,0,0.1390566516
1,all_other,0.0859,151.73,10.858999,4.41,767,5250,115,0.5,2,0,0,0,0.081735795
1,debt_consolidation,0.1218,166.5,10.20359214,9.78,707,1530,5740,61.1,0,0,0,0,0.1292628264
1,educational,0.1322,135.21,10.81977828,1.08,702,1770,1503,16.3,0,0,0,0,0.1265328972
1,debt_consolidation,0.0859,158.06,9.903487553,14.16,752,3660,5267,42.8,0,0,0,0,0.1010019882
1,debt_consolidation,0.1426,411.67,10.93310697,14.55,677,1890,8394,48.8,2,0,0,0,0.1517476866
1,all_other,0.1426,144.09,11.02698756,12.11,667,3869.958333,1506,34.2,0,3,0,1,0.1257743848
1,small_business,0.1461,413.71,11.51292546,5.05,767,3149.958333,125,0.4,2,0,0,0,0.1672186753
1,debt_consolidation,0.16,351.58,10.73639668,14.3,692,1984.958333,9729,98.3,0,0,0,0,0.1892139225
1,debt_consolidation,0.0894,95.32,11.33806004,23.05,717,8339.958333,14040,67.2,0,0,0,0,0.0614398461
1,small_business,0.1496,97.01,11.39639165,20.95,712,5910,33167,87.5,0,0,0,0,0.1920991264
1,debt_consolidation,0.074,31.06,11.14186178,6.65,767,7080,8542,14.8,0,0,0,0,0.0413791515
1,educational,0.0774,31.22,10.27505111,21.52,737,3179.958333,3292,42.8,1,0,0,0,0.1246330152
1,major_purchase,0.1114,393.65,10.20359214,17.82,742,3720,21312,29.2,0,0,0,1,0.1075154501
1,debt_consolidation,0.1392,257.74,10.59663473,22.05,682,4469,24604,91.8,0,0,0,0,0.1594871539
1,debt_consolidation,0.1461,330.97,10.6454249,15.09,672,3240,10565,80.7,0,0,0,0,0.1604192551
1,debt_consolidation,0.0894,381.26,10.46561447,11.01,757,8579.958333,13819,36.9,0,0,0,0,0.0909827833
1,credit_card,0.0705,46.35,10.71441777,16.24,792,4020,18830,52,0,0,0,0,0.0508527318
1,debt_consolidation,0.0894,190.63,11.00209984,23.18,732,3539.958333,22323,29,0,0,0,0,0.0699510662
1,debt_consolidation,0.1531,696.31,11.44678566,23.79,702,4410,59980,95.5,0,0,0,0,0.2000540869
1,all_other,0.1218,266.4,10.30895266,4.16,737,2550,5820,48.5,0,0,0,0,0.1615746184
1,debt_consolidation,0.1322,169.01,9.903487553,10.14,687,6749.958333,5881,82.8,3,0,1,0,0.2614134883
1,debt_consolidation,0.0859,227.6,11.62735176,13.89,767,2880,600,2.4,1,0,0,0,0.0485735457
1,all_other,0.1148,72.54,10.59663473,14.55,732,1289.958333,1959,9.8,0,0,0,0,0.1033376502
1,all_other,0.0894,317.72,10.12647109,13.68,742,4080,18478,37.1,1,0,0,0,0.1524473027
1,home_improvement,0.1357,254.77,11.50795312,13.28,682,5399.958333,28384,89,2,0,0,0,0.1894744996
1,debt_consolidation,0.1218,399.6,11.28978191,24.88,712,5070,6950,16.6,0,0,1,0,0.1205971597
1,debt_consolidation,0.1148,659.37,11.04132055,18.4,767,10920,33184,48,0,0,0,0,0.1186335134
1,credit_card,0.1183,265.08,11.08220409,8.12,732,4259.958333,43799,87.8,2,0,0,0,0.1056372629
1,debt_consolidation,0.1114,656.07,11.91839057,0.82,792,7499.958333,4363,10.5,1,0,0,1,0.0702292637
1,all_other,0.0894,95.32,10.03451581,0.79,727,2550,208,3.5,1,0,0,0,0.1068806579
1,debt_consolidation,0.1287,269.07,10.30895266,9.52,692,3154.958333,7261,51.9,0,0,1,0,0.1870391587
1,debt_consolidation,0.1183,596.41,11.66137995,8.22,747,7440,71965,76.6,4,0,0,0,0.1550929754
1,all_other,0.0894,158.86,10.91501573,20.14,727,6029.958333,22652,53.3,3,0,0,0,0.1239112293
1,small_business,0.1461,634.35,11.70354582,13.09,752,7229.958333,14375,17.5,0,0,0,0,0.1733859086
1,debt_consolidation,0.1461,344.76,10.727663,22.03,672,4679.958333,4232,27.1,1,0,0,0,0.1291118952
1,debt_consolidation,0.1461,689.51,10.85892207,14.84,682,3690,20916,65.6,1,0,0,0,0.1986687496
1,credit_card,0.1426,343.06,11.77528973,7.5,677,2580,12907,52.9,3,2,0,0,0.0919684908
1,credit_card,0.1148,659.37,11.26446411,5.72,757,3616,8863,27.4,1,0,0,0,0.0866692963
1,educational,0.1287,48.77,9.740968623,7.41,692,2009.958333,0,0,0,1,0,0,0.1613639291
1,debt_consolidation,0.1114,393.65,11.2395407,15.06,742,4860,18862,47.5,1,0,0,0,0.0984930936
1,credit_card,0.1253,401.6,11.85651517,5.59,702,5009.958333,4381,16.5,2,0,0,0,0.058206258
1,credit_card,0.1183,198.81,11.00209984,15.5,702,3809.958333,55333,39,2,0,0,0,0.0857640017
1,all_other,0.1148,197.82,11.22524339,12.66,727,3270,4027,7.2,2,1,0,0,0.1012341137
1,debt_consolidation,0.0894,327.25,10.3041411,19.29,747,8070,5822,64.7,1,0,0,1,0.1149725561
1,all_other,0.1809,904.88,11.15625052,21.02,672,5190,37893,74.4,3,0,0,1,0.3767443183
1,all_other,0.0859,126.45,11.35035948,7.3,747,7949.958333,19817,64.1,1,0,0,0,0.0848971069
1,debt_consolidation,0.1531,448.25,10.81977828,24.17,672,3390,6256,71.9,0,0,0,1,0.1682531542
1,debt_consolidation,0.1426,48.03,10.59663473,13.83,662,3869.958333,3163,53.6,2,0,0,0,0.1245587016
1,debt_consolidation,0.1565,314.88,11.00209984,15.42,662,4289.958333,16286,89.5,0,0,0,1,0.1546174512
1,debt_consolidation,0.1287,538.14,11.08214255,11.52,727,4740,7290,93.5,0,0,0,0,0.1477048068
1,all_other,0.0859,316.11,10.85614879,8.52,812,10950,952,1.1,0,0,0,0,0.0748678362
1,debt_consolidation,0.1114,360.84,10.75773265,10.39,722,2193,10735,34.5,3,0,0,0,0.1256224381
1,all_other,0.0894,524.23,11.58896015,3.16,802,9870,4588,6.7,0,0,0,0,0.07211788
1,debt_consolidation,0.1704,713.49,11.99535161,14.04,677,4440,70627,91.8,2,0,0,0,0.2080410788
1,major_purchase,0.1357,679.37,10.6454249,11.91,722,1410.958333,1458,12.4,2,0,0,0,0.1408733746
1,debt_consolidation,0.0859,460.72,10.56617553,24.71,772,3990,10277,28.9,2,0,0,0,0.1133401633
1,debt_consolidation,0.0894,385.23,10.6454249,22.11,747,3360,19029,22,3,0,0,0,0.1123216561
1,debt_consolidation,0.1357,142.67,10.34817337,17.77,677,1679.958333,2187,70.5,1,0,0,0,0.1488233288
1,debt_consolidation,0.1913,734.42,11.05089001,8.86,677,7350,9881,99.8,0,0,0,0,0.2482873372
1,home_improvement,0.1114,393.65,11.41861479,14.36,737,3899.958333,3114,26.4,1,0,0,0,0.1285790123
1,home_improvement,0.1148,659.37,12.20607265,4.24,812,5880,15571,8.7,4,0,0,0,0.1339332513
1,debt_consolidation,0.1253,117.14,10.71441777,23.12,692,2459.958333,5177,64.7,0,0,0,0,0.1092517906
1,debt_consolidation,0.1148,164.85,10.0387175,8.54,732,2039.958333,1517,22.3,0,0,0,0,0.1065879247
1,debt_consolidation,0.1392,546.2,11.60823564,15.36,687,3060,23839,59.3,1,2,0,0,0.1337155671
1,small_business,0.1704,713.49,11.12726298,8.4,747,1860,632,1.3,6,0,0,1,0.3481745004
1,major_purchase,0.074,124.24,10.23995979,1.89,797,8100,2198,8.7,0,0,0,0,0.0493777686
1,all_other,0.1531,278.53,10.83958091,16.52,662,2459.958333,7959,33.2,3,0,0,0,0.1941289573
1,debt_consolidation,0.16,457.05,11.41861479,23.89,662,2190,58686,80.8,2,0,0,0,0.1933289507
1,debt_consolidation,0.1253,321.28,10.63103616,16.72,702,3360,2978,81.9,0,0,0,0,0.1390436675
1,all_other,0.1287,235.44,11.58058411,18.09,687,5160,89844,84.8,0,0,0,0,0.1475151139
1,all_other,0.0774,249.75,11.54244543,15.47,802,4620.958333,6498,11.6,2,0,0,0,0.0722880124
1,major_purchase,0.1426,171.53,11.11125555,12.48,687,7410,24905,95.5,3,0,0,0,0.123750256
1,all_other,0.1114,246.03,12.08958377,11.33,727,5429.958333,32706,81.6,1,0,0,0,0.1002735094
1,debt_consolidation,0.1253,267.74,10.30895266,9.8,702,2670,5934,39.8,1,1,0,0,0.1335080112
1,all_other,0.1218,159.84,11.07819631,12.07,697,5759.958333,21028,84.8,1,0,0,0,0.1427600686
1,debt_consolidation,0.1426,274.45,10.30895266,14.16,677,3089.958333,1338,27.9,0,0,0,0,0.1299328636
1,debt_consolidation,0.1287,571.77,11.5229154,17.22,712,7979.958333,26949,52,0,0,0,0,0.1067532455
1,debt_consolidation,0.1218,666,11.22524339,18.45,732,4259.958333,29074,46.2,0,0,0,0,0.1286786884
1,credit_card,0.1287,420.42,10.91501573,17.61,702,2039.958333,13441,49.4,2,0,0,0,0.1137682651
1,credit_card,0.1287,201.8,10.27518903,10.51,707,4289.958333,1980,46,0,1,0,0,0.0959045188
1,credit_card,0.1461,861.88,11.69524702,20.52,707,5580,78468,84.3,2,0,0,1,0.1760558949
1,debt_consolidation,0.1392,204.83,11.03488966,14.05,677,3479.958333,5810,85.4,1,0,0,0,0.1297593866
1,debt_consolidation,0.1253,167.34,10.5865844,2.97,692,2729.958333,3869,26.1,0,0,0,0,0.0929475871
1,debt_consolidation,0.1635,529.94,11.15625052,16.66,662,4619.958333,29319,61.5,0,0,0,0,0.1638458855
1,debt_consolidation,0.1183,629.55,12.20609265,10.93,742,7020,79062,50.8,0,0,0,0,0.0903924797
1,all_other,0.0894,254.18,11.65268741,2.7,762,6900,5914,15.9,4,0,0,0,0.0823582987
1,all_other,0.0774,218.54,11.27720313,3.17,782,4590.958333,482,1.6,2,0,0,0,0.0705634651
1,debt_consolidation,0.1183,298.21,10.858999,20.49,712,4619.958333,23750,47.7,1,0,0,0,0.1132075052
1,all_other,0.1531,174.08,10.76840078,3.79,672,3030,2029,20.3,3,0,0,1,0.164198754
1,debt_consolidation,0.1148,522.55,10.49127422,22.47,737,4020,19796,30.1,1,0,0,0,0.1408834187
1,debt_consolidation,0.1114,328.04,10.30895266,12.92,727,4470,14257,29.5,0,0,0,1,0.111631123
1,all_other,0.1287,134.54,9.798127037,13.8,692,3210,9794,75.9,0,0,0,1,0.2089970851
1,all_other,0.0859,316.11,10.858999,14.35,752,7051,16375,28,1,0,0,0,0.1035370847
1,credit_card,0.1183,662.68,12.05815252,13.22,747,4350,10767,50.3,0,0,0,0,0.0693179323
1,home_improvement,0.1253,267.74,10.77895629,4.97,772,4383,2958,7.6,7,0,0,0,0.2088729577
1,credit_card,0.0859,177.02,10.57131693,8.34,737,2700,2639,24,1,0,0,0,0.0605558756
1,debt_consolidation,0.1183,497.01,11.0744205,11,732,2879.958333,8318,50.7,1,0,0,0,0.1212941688
1,debt_consolidation,0.1426,111.5,10.81977828,19.2,667,4264.958333,9625,49.1,2,0,0,0,0.1210860813
1,credit_card,0.0859,271.85,11.46163217,16.16,752,4050,30330,30.9,2,0,0,0,0.0551902725
1,small_business,0.1774,720.42,11.24331904,7.04,702,5100,11829,74.4,3,0,1,0,0.4786944627
1,small_business,0.1496,710.23,11.40756495,16.12,752,10290,5090,7.1,0,0,0,0,0.1867597306
1,small_business,0.1565,874.66,11.5228758,9.01,737,5039.958333,52307,62.6,3,0,0,1,0.3588196844
1,debt_consolidation,0.167,464.19,10.95430918,19.89,682,2910,3368,99.1,0,0,0,0,0.197773781
1,all_other,0.1287,269.07,10.66895539,15.04,702,9720.958333,4616,41.6,1,1,0,0,0.142784328
1,all_other,0.16,98.45,10.41619141,14.77,662,1319.958333,339,12.1,2,0,0,1,0.1738399358
1,home_improvement,0.0859,379.33,11.77528973,6.61,772,5820,11867,21.4,3,0,0,0,0.101922952
1,debt_consolidation,0.1183,497.01,12.11448353,9.26,732,5700.958333,75854,46.2,1,1,0,1,0.090258036
1,debt_consolidation,0.1565,874.66,11.98292909,16.79,687,2520,30459,67.8,1,0,0,0,0.1755913624
1,debt_consolidation,0.1114,557.66,11.23848862,6.65,762,6839.958333,6542,32.7,1,0,0,1,0.0965625507
1,debt_consolidation,0.1183,614.64,10.66895539,5.86,732,4649.958333,10133,25.6,2,0,0,0,0.141317508
1,credit_card,0.1183,457.25,10.91508846,20.86,717,4470,21981,59.6,1,0,0,0,0.1056972674
1,debt_consolidation,0.1253,284.47,11.01856357,16.11,697,2459.958333,9836,69.8,1,0,0,0,0.1220872681
1,debt_consolidation,0.0774,280.97,10.91508846,9.93,777,6240,3940,8.9,1,0,0,0,0.0614034894
1,all_other,0.1426,205.84,10.60905725,20.83,697,1260,12,1.5,2,0,0,0,0.1537086391
1,debt_consolidation,0.1635,883.23,11.88446143,14.32,682,4619.958333,30427,86.9,1,0,0,0,0.1991694136
1,debt_consolidation,0.16,878.94,11.48246626,15.06,697,6149.958333,62551,90.1,0,0,0,0,0.2205365522
1,debt_consolidation,0.0894,317.72,10.53209621,13.73,787,5039.958333,417,3.2,2,0,0,0,0.0855609355
1,small_business,0.1392,102.42,12.20607265,5.35,727,5309.958333,5415,12.8,1,1,1,0,0.136355143
1,debt_consolidation,0.0774,288.78,11.1124479,8.17,777,5789.958333,18147,16.7,1,0,0,1,0.0617563479
1,debt_consolidation,0.1426,154.38,10.59663473,2.34,687,1560,1847,42,1,0,0,0,0.1207401766
1,home_improvement,0.0894,95.32,10.89673933,7.44,717,4380,9166,27,1,1,0,0,0.1057708501
1,all_other,0.1114,49.21,9.769727562,20.37,712,2610,5013,68.7,0,0,0,1,0.1755948057
1,debt_consolidation,0.1357,407.63,12.04355372,5.51,712,8249.958333,31895,66.6,3,0,0,0,0.1035368546
1,debt_consolidation,0.1322,270.41,10.30895266,11.76,682,2138.958333,9036,82.9,0,0,0,0,0.1602403081
1,credit_card,0.1183,596.41,11.75978554,12.92,742,6809.958333,12204,64.6,4,0,0,0,0.1006477848
1,credit_card,0.074,65.23,11.6351431,13.19,747,4229.958333,19548,37.2,0,0,0,0,0.0336445693
1,home_improvement,0.0894,508.35,11.69524702,7.85,772,8760,92944,20.6,0,0,0,0,0.1105108234
1,debt_consolidation,0.1218,266.4,10.81977828,8.54,702,2280,7690,65.6,0,0,0,0,0.1130559796
1,credit_card,0.1253,60.24,10.23995979,15.21,677,2700,4293,66,2,0,0,0,0.1101979413
1,educational,0.074,86.97,10.81769612,7.96,807,14310,562,1,0,0,0,0,0.0618147717
1,debt_consolidation,0.167,319.52,10.91508846,6.83,662,1140,8419,65.8,0,0,0,0,0.1554417834
1,all_other,0.0859,195.99,11.00209984,19.1,742,5429.958333,9367,36.7,0,0,0,0,0.0884279696
1,debt_consolidation,0.1426,428.83,10.40426284,8.11,692,3959.958333,16941,36.5,2,0,0,0,0.1693180602
1,debt_consolidation,0.1496,623.61,11.53272809,20.45,697,6210,45410,41.2,0,0,0,0,0.1311605337
1,credit_card,0.1287,235.44,10.03801845,19.56,707,3000,12315,94.7,1,0,0,0,0.1530217464
1,debt_consolidation,0.1774,720.42,12.20607265,8.89,662,5069.958333,24724,46.1,3,2,0,1,0.1623464517
1,all_other,0.0894,63.55,11.22524339,7.18,752,1739.958333,0,0,4,0,0,0,0.0834448153
1,debt_consolidation,0.1183,795.22,11.40756495,10.21,752,9510,54147,53.5,0,0,0,1,0.1278127042
1,home_improvement,0.1496,173.23,11.25161265,16.99,662,8550,9586,41.5,2,4,0,0,0.1680250236
1,debt_consolidation,0.1496,173.23,11.60823564,11.92,667,3569.958333,21753,90.6,2,1,0,0,0.1259141195
1,all_other,0.074,82.31,9.210340372,1.2,807,3899.958333,82,2.3,0,0,0,1,0.117379091
1,major_purchase,0.0705,92.7,10.1266311,8.16,777,2910,415,6.8,1,0,0,0,0.058372052
1,all_other,0.0859,63.23,10.27090459,15.96,732,1830,4545,16.2,0,0,0,0,0.0984348909
1,debt_consolidation,0.1531,348.16,10.49127422,14.83,667,1769.958333,6922,74.4,2,0,0,0,0.200880799
1,debt_consolidation,0.1322,507.01,11.53272809,6.64,697,5011.958333,9271,47.1,1,0,0,0,0.1061716119
1,debt_consolidation,0.1183,477.13,11.46163217,11.52,717,7680,19757,30.1,3,0,0,0,0.1017504415
1,debt_consolidation,0.0894,532.18,10.71441777,13.81,787,7949.958333,2669,22.2,0,0,0,0,0.0870800268
1,credit_card,0.1565,174.94,10.81977828,8.14,667,1320.958333,20111,50.8,3,0,0,0,0.1246965842
1,major_purchase,0.1392,273.1,11.35035948,5.99,682,2942,3634,55.9,0,1,0,0,0.0828958635
1,educational,0.1218,832.5,11.28978191,12.36,737,4979.958333,47256,31.6,1,0,0,1,0.2135266922
1,debt_consolidation,0.1253,401.6,11.22524339,3.74,722,7500.958333,23762,44.5,2,0,0,0,0.1081375857
1,debt_consolidation,0.1287,403.6,11.15625052,22.47,697,4080,13260,66.6,2,0,0,1,0.1376338919
1,all_other,0.1426,445.98,10.27505111,13.37,707,4830,69,7.7,0,0,0,0,0.1738266594
1,home_improvement,0.1392,682.74,13.45883561,3.09,697,3869.958333,6960,44.6,0,0,0,1,0.0919345849
1,debt_consolidation,0.0774,212.29,11.19821472,4.9,762,4319.958333,12296,19.6,0,0,0,0,0.0527934307
1,debt_consolidation,0.1531,870.39,11.15625052,20.45,697,6240,24105,84.6,0,0,0,0,0.2146431196
1,credit_card,0.0894,476.58,11.00209984,16.16,772,7830,25415,27.6,2,0,0,0,0.0734200074
1,debt_consolidation,0.1218,199.8,10.37349118,24,692,5039.958333,9690,49.2,0,0,0,0,0.1165858276
1,educational,0.1461,137.91,10.91501573,3.16,667,7410,3864,52.9,2,0,0,1,0.166641419
1,debt_consolidation,0.1253,803.2,10.91616952,21.55,727,6300,21216,64.1,0,0,0,0,0.1703700552
1,debt_consolidation,0.1218,133.2,9.903687533,7.32,692,8850,3156,26.7,0,1,0,0,0.1053849604
1,debt_consolidation,0.1913,257.05,11.04132055,13.52,662,8130,7461,99.5,0,0,0,0,0.1737563097
1,debt_consolidation,0.1148,323.1,10.55581274,24.75,717,2159.958333,6095,23.4,1,0,0,0,0.1142103027
1,debt_consolidation,0.1183,795.22,11.05601968,19.82,752,5040.958333,11046,65.4,0,0,0,0,0.1544352457
1,major_purchase,0.16,210.95,11.08214255,13.42,662,5130,4543,29.5,2,0,2,0,0.1994089509
1,debt_consolidation,0.1148,197.82,10.59663473,18.24,712,5009.958333,15955,70.9,1,0,0,0,0.1214506409
1,small_business,0.1635,211.98,11.42573225,0.84,782,4890,0,0,0,0,0,1,0.1376442825
1,debt_consolidation,0.0894,158.86,10.1266311,18.05,742,3090,9268,47.5,1,0,0,1,0.1076553674
1,debt_consolidation,0.1114,352.64,10.23995979,21,727,7800,8850,52.1,1,0,0,0,0.1328776187
1,debt_consolidation,0.1287,134.54,11.08214255,14.73,692,3030,13154,88.3,1,0,0,0,0.116917722
1,small_business,0.1843,363.7,11.40087596,1.26,702,3119.958333,3327,23.8,2,0,0,0,0.2318511241
1,all_other,0.0894,222.41,10.49127422,2.6,752,3270,0,0,0,0,0,0,0.0910999442
1,debt_consolidation,0.1287,403.6,10.96335901,5.3,697,4319.958333,14722,70.1,1,0,0,0,0.1335886485
1,credit_card,0.0859,162.01,11.26446411,24.12,742,8639.958333,13930,50.1,0,0,0,0,0.0465036853
1,debt_consolidation,0.1287,403.6,10.81977828,11.45,692,2280,684,6.1,0,1,1,0,0.1445961596
1,debt_consolidation,0.1183,298.21,10.49127422,11.67,727,1980,3973,44.6,1,0,0,0,0.1248041349
1,all_other,0.0894,317.72,11.37144254,13.34,737,7169.958333,39299,54.3,0,0,0,1,0.0971778332
1,debt_consolidation,0.1357,161.36,10.23422911,24.96,702,1740.958333,3029,94.7,1,0,0,0,0.1787222875
1,debt_consolidation,0.1148,138.47,11.17043516,6.83,717,3810,11974,72.1,1,0,0,0,0.0920222467
1,debt_consolidation,0.1218,346.32,10.96819829,19.7,712,3117.041667,7267,46.6,1,0,0,0,0.1137540797
1,all_other,0.0859,316.11,12.20607265,0.26,797,7050,3313,2.5,0,0,0,0,0.0468790837
1,debt_consolidation,0.1114,164.02,10.46310334,7.71,722,5399.958333,6896,41.8,0,0,0,0,0.0928822547
1,debt_consolidation,0.1426,171.53,10.59663473,19.53,672,3780,36934,86.3,2,0,0,1,0.1745558347
1,debt_consolidation,0.1496,840.15,11.18351821,12.19,702,5100,34665,94.7,0,0,0,0,0.2165692192
1,debt_consolidation,0.0859,158.06,10.37349118,14.74,732,3390,3192,23,2,1,0,0,0.0901797644
1,debt_consolidation,0.0859,189.67,10.92593848,24,732,4163.041667,9377,20.8,0,0,0,0,0.0648243784
1,credit_card,0.0894,444.81,10.79957558,14.33,762,3660,11984,38.5,1,0,0,0,0.0788432533
1,major_purchase,0.1114,328.04,11.22524339,4.53,762,2580,1312,30.5,0,0,0,0,0.0650180757
1,credit_card,0.1461,482.66,13.08154138,2.09,692,4020,19868,95.5,2,0,0,0,0.0697902323
1,credit_card,0.1148,395.63,10.40453553,24.61,727,5970,11820,40.6,1,0,0,1,0.104125429
1,credit_card,0.1148,197.82,11.0084132,18.2,707,5819.958333,50935,74.4,0,0,0,0,0.0828392989
1,debt_consolidation,0.1843,500.09,10.93310697,24.04,667,4440,17783,98.8,1,0,0,0,0.2436791754
1,all_other,0.0774,174.83,10.30895266,6.68,762,2965.041667,1251,7.3,1,0,0,0,0.0980740388
1,credit_card,0.1426,360.22,10.81977828,5.71,677,5565,7156,56.3,2,0,0,0,0.1139346556
1,debt_consolidation,0.0774,241.95,10.77895629,11.75,787,3421.041667,3415,7.3,2,0,0,0,0.070616227
1,debt_consolidation,0.1496,190.55,10.858999,18.74,662,4080,10655,58.2,2,0,0,0,0.139619306
1,credit_card,0.2017,745.01,11.08214255,15.93,662,1560,4569,95.2,0,0,0,0,0.231147263
1,small_business,0.1565,262.4,11.69524702,17.2,702,4830,38447,82.9,2,0,0,0,0.2315270227
1,all_other,0.1496,207.87,10.49127422,13.8,687,1319.958333,2439,78.7,3,0,0,0,0.244928676
1,debt_consolidation,0.0894,158.86,11.38509209,22.09,727,8400,20017,32,0,0,0,1,0.0539080751
1,debt_consolidation,0.1218,133.2,11.00209984,11.52,692,7619.958333,17883,73.6,1,1,0,0,0.1005901694
1,debt_consolidation,0.0894,222.41,11.1124479,3.89,752,3300,5767,46.1,0,0,0,0,0.0685440722
1,home_improvement,0.1287,282.52,11.40756495,14.99,687,4170,30402,80,3,0,0,0,0.2020810083
1,all_other,0.1565,391.85,12.36734079,12.39,677,5459.958333,21854,37.6,2,0,0,0,0.1171681138
1,all_other,0.1253,200.8,10.77745516,9.59,687,13109.95833,10115,70.7,0,0,0,0,0.1260150475
1,home_improvement,0.0774,149.85,11.60823564,2.81,792,5520,691,0.8,0,0,0,0,0.059231897
1,small_business,0.1531,870.39,11.60823564,2.69,757,8130,11437,16.3,3,0,0,0,0.2539117689
1,debt_consolidation,0.1183,99.41,10.84894866,9.43,692,5765.958333,5492,70.9,2,0,0,0,0.105238271
1,debt_consolidation,0.1114,262.43,12.07254125,15.13,722,9630,38107,69.9,0,0,0,0,0.0637684667
1,educational,0.1148,49.46,9.287301413,6.44,797,8939.958333,2763,9,5,0,0,1,0.2188931023
1,debt_consolidation,0.0859,347.72,10.20359214,24.49,767,6000,5401,19.4,1,0,0,0,0.1002960051
1,debt_consolidation,0.0774,156.1,10.81977828,4.51,772,4320.958333,928,2,2,0,0,0,0.0600891283
1,debt_consolidation,0.0774,112.39,11.60823564,7.78,742,5429.958333,15695,67.7,0,0,0,0,0.0523234486
1,debt_consolidation,0.0859,173.86,10.3859137,17.37,772,9806,14163,18.4,5,0,0,0,0.0997906385
1,all_other,0.1357,339.69,11.60823564,16.12,687,3330,1584,49.5,1,0,0,0,0.1279340268
1,debt_consolidation,0.1357,679.37,11.31447453,12.34,702,4200,24387,36.6,0,0,0,0,0.128407568
1,credit_card,0.1531,870.39,11.72737243,16.65,707,10590,40413,85.6,0,0,0,0,0.1355972354
1,all_other,0.1322,338.01,11.00209984,18.02,692,4589.958333,11188,42.7,2,0,0,0,0.1614385252
1,all_other,0.0774,93.66,11.35035948,11.38,762,4474,265,3.3,1,0,0,0,0.0591281747
1,debt_consolidation,0.1183,596.41,10.59663473,12.42,737,3750,7658,36,0,0,0,0,0.1346960296
1,credit_card,0.1496,519.68,11.39414193,21.57,707,3599.958333,13724,87.4,0,0,0,1,0.1220763262
1,major_purchase,0.074,155.3,11.1844214,14.22,782,5759.958333,1751,6.1,0,0,0,0,0.0372576428
1,debt_consolidation,0.1114,623.27,10.90753272,19.83,777,5730.958333,33809,22.1,1,0,0,0,0.1232442075
1,home_improvement,0.1253,234.27,11.47210347,21.43,692,4740,52264,82.8,1,0,0,0,0.1753009158
1,debt_consolidation,0.1635,706.59,11.40756495,17.43,677,4410,14218,74.8,0,0,0,0,0.178172681
1,small_business,0.1704,74.92,10.45045222,6.32,687,1950,8903,79.5,1,0,0,0,0.2886062011
1,all_other,0.1148,494.53,12.15477935,6.35,767,7229.958333,544,2.7,2,1,0,0,0.0814245927
1,debt_consolidation,0.1565,510.8,11.48246626,18.73,662,4440.041667,31485,58.6,0,0,0,1,0.1375297878
1,credit_card,0.1114,459.25,10.6666271,14.21,747,3720,14447,68.8,0,0,0,0,0.1056704502
1,debt_consolidation,0.0859,110.64,10.46310334,16.63,722,1860,3159,17.4,0,0,0,0,0.0715967228
1,small_business,0.1392,68.28,10.82480563,1.58,757,1590,2138,14.4,0,0,0,0,0.1479368862
1,debt_consolidation,0.1392,136.55,10.10821619,4.16,682,1379.958333,2791,35.8,1,0,0,0,0.1363482594
1,all_other,0.1322,473.21,10.78518684,4.57,717,2550,1937,84.2,1,0,0,0,0.2122755034
1,all_other,0.0894,95.32,10.37349118,6.9,732,3450,11247,57.7,1,0,0,0,0.1253230892
1,debt_consolidation,0.1565,384.85,10.42228135,11.36,682,2879.958333,10908,92.4,1,0,0,0,0.2147431302
1,all_other,0.1253,400.76,10.6454249,22.74,702,3030,19721,67.1,1,0,0,0,0.2023046471
1,debt_consolidation,0.1183,596.41,11.18191827,19.31,722,3720.041667,9918,21.1,1,0,0,0,0.1113059744
1,credit_card,0.1253,267.74,10.69194491,20.75,697,4020,6508,62,1,0,0,0,0.101078887
1,all_other,0.1392,681.89,11.73606902,14.16,692,3629.958333,8641,41.9,0,0,0,1,0.1493664774
1,debt_consolidation,0.1183,563.28,10.91508846,12.7,737,2250,3644,52.1,1,0,0,0,0.1372517444
1,major_purchase,0.1183,101.89,10.1266311,12.91,697,3780,18988,60.7,2,0,0,0,0.1189707396
1,debt_consolidation,0.1531,278.53,10.62132735,8.2,662,1860,7979,48.7,0,1,0,0,0.1421899394
1,debt_consolidation,0.1496,692.9,10.89673933,11.78,682,1709.958333,25216,59.9,1,0,0,0,0.2023337606
1,debt_consolidation,0.1461,275.81,11.65268741,13.36,677,4349.958333,2884,96.8,2,0,0,1,0.1268563986
1,credit_card,0.1114,147.62,10.37349118,12.98,727,2069.958333,10491,27,3,0,0,1,0.0930566825
